Rank,Title,IsoAbbr,H index,SJR,Country,Region,Coverage,search
10487,Transcription,Transcription,30,"1,876",United Kingdom,Western Europe,2010-2020,Transcription[Journal]
10548,ChemistryOpen,ChemistryOpen,29,"0,644",United States,Northern America,2012-2020,ChemistryOpen[Journal]
10561,Continuum,Continuum (N Y),29,"0,306",United Kingdom,Western Europe,"1980-1981, 1988-1994, 2008-2020",Continuum[Journal]
10573,De Economist,Economist (Leiden),29,"0,209",Netherlands,Western Europe,"1852-1944, 1946-1950, 1952-2020",De Economist[Journal]
10575,Differences,Differences,29,"0,134",United States,Northern America,"1994, 1998, 2001-2019",Differences[Journal]
10631,International journal of older people nursing,Int J Older People Nurs,29,"0,707",United Kingdom,Western Europe,2010-2020,International journal of older people nursing[Journal]
10692,Journal of the American Psychiatric Nurses Association,J Am Psychiatr Nurses Assoc,29,"0,546",United States,Northern America,1995-2020,Journal of the American Psychiatric Nurses Association[Journal]
10693,Journal of the Indian Institute of Science,J Indian Inst Sci,29,"0,276",India,Asiatic Region,"1974, 1976-1978, 1983-1984, 1988, 1995-2020",Journal of the Indian Institute of Science[Journal]
10694,Journal of the Indian Medical Association,J Indian Med Assoc,29,"0,100",India,Asiatic Region,"1945-1948, 1950-2016, 2019-2020",Journal of the Indian Medical Association[Journal]
10714,Metroeconomica,Metroeconomica,29,"1,256",United States,Northern America,"1949-1986, 1988-2020",Metroeconomica[Journal]
10725,Neuroethics,Neuroethics,29,"0,529",Netherlands,Western Europe,2009-2020,Neuroethics[Journal]
10750,Ratio,Ratio (Oxf),29,"0,475",United Kingdom,Western Europe,1988-2020,Ratio[Journal]
10776,Sydowia,Sydowia,29,"0,603",Austria,Western Europe,1996-2020,Sydowia[Journal]
10810,Anatolian journal of cardiology,Anatol J Cardiol,28,"0,364",Turkey,Middle East,2015-2020,Anatolian journal of cardiology[Journal]
10815,Annals of GIS,Ann GIS,28,"0,685",United Kingdom,Western Europe,2009-2020,Annals of GIS[Journal]
10830,Biomedicines,Biomedicines,28,"1,511",Switzerland,Western Europe,2013-2020,Biomedicines[Journal]
10831,BioSocieties,Biosocieties,28,"0,723",United Kingdom,Western Europe,2006-2020,BioSocieties[Journal]
10835,"British journal of hospital medicine (London, England : 2005)",Br J Hosp Med (Lond),28,"0,196",United Kingdom,Western Europe,"1996, 2005-2020","British journal of hospital medicine (London, England : 2005)[Journal]"
10854,Cytologia,Cytologia (Tokyo),28,"0,250",Japan,Asiatic Region,"1929-1944, 1947, 1949-2020",Cytologia[Journal]
10881,Geburtshilfe und Frauenheilkunde,Geburtshilfe Frauenheilkd,28,"0,480",Germany,Western Europe,"1947-1948, 1950-2020",Geburtshilfe und Frauenheilkunde[Journal]
10886,"Global health, science and practice",Glob Health Sci Pract,28,"1,085",United States,Northern America,2013-2020,"Global health, science and practice[Journal]"
10891,Heliyon,Heliyon,28,"0,455",Netherlands,Western Europe,2015-2020,Heliyon[Journal]
10892,Helminthologia,Helminthologia,28,"0,378",Poland,Eastern Europe,"1979-1980, 1996-2020",Helminthologia[Journal]
10893,Hippokratia,Hippokratia,28,"0,210",Greece,Western Europe,"1999-2002, 2006-2020",Hippokratia[Journal]
10962,Journal of Indian Society of Periodontology,J Indian Soc Periodontol,28,"0,309",India,Asiatic Region,2011-2020,Journal of Indian Society of Periodontology[Journal]
10998,Microbial genomics,Microb Genom,28,"2,476",United Kingdom,Western Europe,2015-2020,Microbial genomics[Journal]
11010,"Nursing leadership (Toronto, Ont.)",Nurs Leadersh (Tor Ont),28,"0,170",Canada,Northern America,2006-2020,"Nursing leadership (Toronto, Ont.)[Journal]"
11014,Operative Orthopadie und Traumatologie,Oper Orthop Traumatol,28,"0,420",Germany,Western Europe,1989-2020,Operative Orthopadie und Traumatologie[Journal]
11030,Proceedings of the Entomological Society of Washington,Proc Entomol Soc Wash,28,"0,413",United States,Northern America,"1981, 1993-2020",Proceedings of the Entomological Society of Washington[Journal]
11042,Revista da Escola de Enfermagem da U S P,Rev Esc Enferm USP,28,"0,280",Brazil,Latin America,1967-2020,Revista da Escola de Enfermagem da U S P[Journal]
11046,Schweizer Archiv fur Tierheilkunde,Schweiz Arch Tierheilkd,28,"0,341",Switzerland,Western Europe,"1945-1951, 1961, 1965-2020",Schweizer Archiv fur Tierheilkunde[Journal]
11047,Sensing and Bio-Sensing Research,Sens Biosensing Res,28,"0,770",Netherlands,Western Europe,2014-2020,Sensing and Bio-Sensing Research[Journal]
11050,Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan,Shokuhin Eiseigaku Zasshi,28,"0,251",Japan,Asiatic Region,1960-2020,Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan[Journal]
11065,Virologica Sinica,Virol Sin,28,"1,033",China,Asiatic Region,2006-2020,Virologica Sinica[Journal]
11070,"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen",Z Evid Fortbild Qual Gesundhwes,28,"0,423",Germany,Western Europe,2008-2020,"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen[Journal]"
11071,Zeitschrift fur Psychosomatische Medizin und Psychotherapie,Z Psychosom Med Psychother,28,"0,203",Germany,Western Europe,1996-2020,Zeitschrift fur Psychosomatische Medizin und Psychotherapie[Journal]
11092,Argumentation,Argumentation,27,"0,377",Netherlands,Western Europe,1987-2020,Argumentation[Journal]
11112,Bulletin of the Malaysian Mathematical Sciences Society,Bull Malays Math Sci Soc,27,"0,526",Singapore,Asiatic Region,2008-2020,Bulletin of the Malaysian Mathematical Sciences Society[Journal]
11136,CytoJournal,Cytojournal,27,"0,371",India,Asiatic Region,2004-2020,CytoJournal[Journal]
11152,Endokrynologia Polska,Endokrynol Pol,27,"0,413",Poland,Eastern Europe,"1961-1989, 1991-1993, 2005-2020",Endokrynologia Polska[Journal]
11182,HERD,HERD,27,"0,618",United States,Northern America,2007-2020,HERD[Journal]
11185,Human gene therapy methods,Hum Gene Ther Methods,27,"0,920",United States,Northern America,2012-2019,Human gene therapy methods[Journal]
11225,iScience,iScience,27,"1,805",United States,Northern America,2018-2020,iScience[Journal]
11228,Journal for healthcare quality : official publication of the National Association for Healthcare Quality,J Healthc Qual,27,"0,374",United States,Northern America,1992-2020,Journal for healthcare quality : official publication of the National Association for Healthcare Quality[Journal]
11234,Journal of clinical and experimental hematopathology : JCEH,J Clin Exp Hematop,27,,Japan,Asiatic Region,"2006-2016, 2020",Journal of clinical and experimental hematopathology : JCEH[Journal]
11272,Journal of the Royal Army Medical Corps,J R Army Med Corps,27,"0,217",United Kingdom,Western Europe,"1945-1964, 1973-2020",Journal of the Royal Army Medical Corps[Journal]
11287,Meta,Meta,27,"0,257",Canada,Northern America,"1974, 2002-2011, 2014-2020",Meta[Journal]
28317,Meta,Meta,3,"0,113",Romania,Eastern Europe,2009-2018,Meta[Journal]
11289,Nano,Nano,27,"0,281",Singapore,Asiatic Region,2008-2020,Nano[Journal]
11296,Oceanology,Oceanology (Wash D C),27,"0,426",United States,Northern America,"1972-1973, 1976-1980, 1982-1984, 1986-1990, 1992, 1996-2020",Oceanology[Journal]
11302,Osiris,Osiris,27,"0,233",United States,Northern America,"1985-1987, 1989-1990, 1992-1995, 1997-2019",Osiris[Journal]
11309,Physiotherapy Canada. Physiotherapie Canada,Physiother Can,27,"0,389",Canada,Northern America,"1973-1995, 2009-2020",Physiotherapy Canada. Physiotherapie Canada[Journal]
11355,Sucht,Sucht,27,"0,270",Germany,Western Europe,1991-2020,Sucht[Journal]
11368,Transactions of the Royal Historical Society,Trans R Hist Soc,27,"0,206",United Kingdom,Western Europe,"1872-1874, 1876-1878, 1880-1886, 1889, 1891-1937, 1939-1992, 1994-2018",Transactions of the Royal Historical Society[Journal]
11378,Zhonghua yi xue za zhi,Zhonghua Yi Xue Za Zhi,27,"0,155",China,Asiatic Region,"1945, 1973-1975, 1981-2020",Zhonghua yi xue za zhi[Journal]
11378,Zhonghua yi xue za zhi,Zhonghua Yi Xue Za Zhi,27,"0,155",China,Asiatic Region,"1945, 1973-1975, 1981-2020",Zhonghua yi xue za zhi[Journal]
11381,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),26,"0,239",Czech Republic,Eastern Europe,1996-2020,Acta medica (Hradec Kralove)[Journal]
11390,"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS",Anasthesiol Intensivmed Notfallmed Schmerzther,26,"0,169",Germany,Western Europe,1980-2020,"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS[Journal]"
11399,Archivaria,Archivaria,26,"0,128",Canada,Northern America,"1980, 1989-1990, 1996-2020",Archivaria[Journal]
11427,Cilia,Cilia,26,"0,898",United Kingdom,Western Europe,2012-2019,Cilia[Journal]
11446,Der Pathologe,Pathologe,26,"0,174",Germany,Western Europe,1979-2020,Der Pathologe[Journal]
11454,Endeavour,Endeavour,26,"0,129",United Kingdom,Western Europe,"1947-1949, 1958-2020",Endeavour[Journal]
11486,Home healthcare now,Home Healthc Now,26,"0,234",United States,Northern America,2015-2020,Home healthcare now[Journal]
11498,Indian journal of public health,Indian J Public Health,26,"0,381",India,Asiatic Region,1961-2020,Indian journal of public health[Journal]
11534,i-Perception,Iperception,26,"0,640",United Kingdom,Western Europe,2010-2020,i-Perception[Journal]
11586,Journal of the Royal Society of Western Australia,J R Soc West Aust,26,"0,217",Australia,Pacific Region,"1981, 1983-2020",Journal of the Royal Society of Western Australia[Journal]
11591,Journal of visceral surgery,J Visc Surg,26,"0,386",France,Western Europe,2010-2020,Journal of visceral surgery[Journal]
11614,Nursing times,Nurs Times,26,"0,144",United Kingdom,Western Europe,"1945-1951, 1961-2017",Nursing times[Journal]
11616,Orbis,Orbis,26,"0,156",Netherlands,Western Europe,"1986, 1989, 1993-2020",Orbis[Journal]
11624,Polimery,Polimery,26,"0,295",Poland,Eastern Europe,"1969-1988, 1996-2020",Polimery[Journal]
11625,Polity,Polity,26,"0,259",United States,Northern America,1995-2020,Polity[Journal]
11655,Screen,Screen (London),26,"0,121",United Kingdom,Western Europe,1969-2019,Screen[Journal]
11658,Skinmed,Skinmed,26,"0,150",United States,Northern America,"2003-2008, 2010-2020",Skinmed[Journal]
11687,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],Zhonghua Yu Fang Yi Xue Za Zhi,26,"0,153",China,Asiatic Region,"1979-2016, 2019-2020",Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine][Journal]
11688,Zoosystema,Zoosystema,26,"0,531",France,Western Europe,"1998-1999, 2002, 2004-2020",Zoosystema[Journal]
11706,Anemia,Anemia,25,"0,921",Egypt,Africa/Middle East,2010-2020,Anemia[Journal]
11733,Bulletin of the Chemical Society of Ethiopia,Bull Chem Soc Ethiop,25,"0,288",Ethiopia,Africa,1996-2020,Bulletin of the Chemical Society of Ethiopia[Journal]
11756,Der Urologe,Urologe,25,"0,201",Germany,Western Europe,1962-2020,Der Urologe[Journal]
11758,EcoSal Plus,EcoSal Plus,25,"2,482",United States,Northern America,2004-2020,EcoSal Plus[Journal]
11766,ESC heart failure,ESC Heart Fail,25,"0,787",France,Western Europe,2014-2020,ESC heart failure[Journal]
11774,Evidence-based nursing,Evid Based Nurs,25,"0,492",United Kingdom,Western Europe,1998-2020,Evidence-based nursing[Journal]
11799,Immunohematology,Immunohematology,25,"0,190",United States,Northern America,1989-2020,Immunohematology[Journal]
11910,Medical mycology journal,Med Mycol J,25,"0,454",Japan,Asiatic Region,"2009, 2011-2020",Medical mycology journal[Journal]
11925,Mycobiology,Mycobiology,25,"0,526",South Korea,Asiatic Region,2011-2020,Mycobiology[Journal]
11926,Mycology,Mycology,25,"0,644",United Kingdom,Western Europe,2010-2020,Mycology[Journal]
11929,NanoImpact,NanoImpact,25,"1,045",Netherlands,Western Europe,2016-2020,NanoImpact[Journal]
11956,Prospects,Prospects,25,"0,200",Netherlands,Western Europe,"1970, 1972-2020",Prospects[Journal]
11956,Prospects,Prospects (Paris),25,"0,200",Netherlands,Western Europe,"1970, 1972-2020",Prospects[Journal]
11960,Psychosis,Psychosis,25,"0,642",United States,Northern America,"2009-2011, 2014-2015, 2017-2020",Psychosis[Journal]
11969,Research in gerontological nursing,Res Gerontol Nurs,25,"0,544",United States,Northern America,2008-2020,Research in gerontological nursing[Journal]
11971,Reumatismo,Reumatismo,25,"0,294",Italy,Western Europe,"1952-1977, 1985-2020",Reumatismo[Journal]
11986,Society,Society,25,"0,186",United States,Northern America,"1968, 1971-1999, 2002-2020",Society[Journal]
12002,Toxics,Toxics,25,"0,783",Switzerland,Western Europe,2013-2020,Toxics[Journal]
12010,"Vital and health statistics. Series 2, Data evaluation and methods research",Vital Health Stat 2,25,"3,667",United States,Northern America,"1965, 1970, 1977-1982, 1985-1989, 1991-1994, 1996-2001, 2003-2006, 2008, 2010-2019","Vital and health statistics. Series 2, Data evaluation and methods research[Journal]"
12017,Acta medica Indonesiana,Acta Med Indones,24,"0,321",Indonesia,Asiatic Region,2004-2020,Acta medica Indonesiana[Journal]
12024,Adipocyte,Adipocyte,24,"0,865",United Kingdom,Western Europe,2013-2020,Adipocyte[Journal]
12037,Annali di igiene : medicina preventiva e di comunita,Ann Ig,24,"0,572",Italy,Western Europe,1989-2020,Annali di igiene : medicina preventiva e di comunita[Journal]
12053,BioNanoScience,Bionanoscience,24,"0,307",United States,Northern America,2011-2020,BioNanoScience[Journal]
12121,Farmacia,Farmacia,24,"0,278",Romania,Eastern Europe,"1945-1946, 1973-1987, 2003, 2008-2020",Farmacia[Journal]
12140,Hospital practice (1995),Hosp Pract (1995),24,"0,311",United Kingdom,Western Europe,"1995-2000, 2009-2020",Hospital practice (1995)[Journal]
12143,Human gene therapy. Clinical development,Hum Gene Ther Clin Dev,24,"0,956",United States,Northern America,2013-2019,Human gene therapy. Clinical development[Journal]
12185,Issue brief (Commonwealth Fund),Issue Brief (Commonw Fund),24,"0,112",United States,Northern America,1998-2017,Issue brief (Commonwealth Fund)[Journal]
12207,Journal of graduate medical education,J Grad Med Educ,24,"0,541",Poland,Eastern Europe,2015-2020,Journal of graduate medical education[Journal]
12211,Journal of Huntington's disease,J Huntingtons Dis,24,"1,081",Netherlands,Western Europe,2012-2020,Journal of Huntington's disease[Journal]
12212,Journal of Industrial Information Integration,J Ind Inf Integr,24,"2,042",Netherlands,Western Europe,2016-2020,Journal of Industrial Information Integration[Journal]
12216,Journal of Korean Academy of Nursing,J Korean Acad Nurs,24,"0,306",South Korea,Asiatic Region,2008-2020,Journal of Korean Academy of Nursing[Journal]
12242,Journal of the Belgian Society of Radiology,J Belg Soc Radiol,24,"0,232",United Kingdom,Western Europe,2015-2020,Journal of the Belgian Society of Radiology[Journal]
12299,Phronesis,Phronesis,24,"0,303",Netherlands,Western Europe,"1957, 1959-1960, 1962-1970, 1972-1986, 1988-1989, 1991-2020",Phronesis[Journal]
12301,Polarforschung,Polarforschung,24,"0,175",Germany,Western Europe,"1978-1980, 1982, 1984-1985, 1988-1990, 1992-1997, 1999-2006, 2008-2014, 2016-2018",Polarforschung[Journal]
12313,Progress in neurological surgery,Prog Neurol Surg,24,"0,401",Switzerland,Western Europe,"2006-2009, 2011-2015, 2017-2020",Progress in neurological surgery[Journal]
12348,Speculum,Speculum,24,"0,106",United States,Northern America,"1926-1995, 1998-1999, 2001-2020",Speculum[Journal]
12370,Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie,Z Kinder Jugendpsychiatr Psychother,24,"0,215",Switzerland,Western Europe,1996-2020,Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie[Journal]
12374,Acarologia,Acarologia,23,"0,797",France,Western Europe,"1965-1985, 1987, 1994-2008, 2010-2020",Acarologia[Journal]
12404,Archivos de la Sociedad Espanola de Oftalmologia,Arch Soc Esp Oftalmol,23,"0,243",Spain,Western Europe,"1973-1986, 1989-1997, 2000-2020",Archivos de la Sociedad Espanola de Oftalmologia[Journal]
12404,Archivos de la Sociedad Espanola de Oftalmologia,Arch Soc Esp Oftalmol (Engl Ed),23,"0,243",Spain,Western Europe,"1973-1986, 1989-1997, 2000-2020",Archivos de la Sociedad Espanola de Oftalmologia[Journal]
12443,CoDAS,Codas,23,"0,377",Brazil,Latin America,2013-2020,CoDAS[Journal]
12459,Cyberpsychology,Cyberpsychology (Brno),23,"0,850",Czech Republic,Eastern Europe,2011-2020,Cyberpsychology[Journal]
12468,Ecopsychology,Ecopsychology,23,"0,518",United States,Northern America,2009-2020,Ecopsychology[Journal]
12470,Education 3-13,Educ 3 13,23,"0,395",United States,Northern America,"1970, 1973-2020",Education 3-13[Journal]
12530,Interdisciplinary topics in gerontology and geriatrics,Interdiscip Top Gerontol Geriatr,23,,Switzerland,Western Europe,"2015-2017, 2020",Interdisciplinary topics in gerontology and geriatrics[Journal]
12551,International journal of nursing knowledge,Int J Nurs Knowl,23,"0,545",Germany,Western Europe,2012-2020,International journal of nursing knowledge[Journal]
12621,Land,Land (Basel),23,"0,744",Switzerland,Western Europe,2012-2020,Land[Journal]
12640,Methodist DeBakey cardiovascular journal,Methodist Debakey Cardiovasc J,23,"0,552",United States,Northern America,2009-2020,Methodist DeBakey cardiovascular journal[Journal]
12641,MethodsX,MethodsX,23,"0,356",Netherlands,Western Europe,2014-2020,MethodsX[Journal]
12648,Neurodegenerative disease management,Neurodegener Dis Manag,23,"0,674",United Kingdom,Western Europe,2014-2019,Neurodegenerative disease management[Journal]
12654,Nursing,Nursing (Brux),23,"0,187",United States,Northern America,1971-2020,Nursing[Journal]
12654,Nursing,Nursing,23,"0,187",United States,Northern America,1971-2020,Nursing[Journal]
12654,Nursing,Nursing (Lond),23,"0,187",United States,Northern America,1971-2020,Nursing[Journal]
12654,Nursing,Nursing (Maarssen),23,"0,187",United States,Northern America,1971-2020,Nursing[Journal]
12655,Nursing children and young people,Nurs Child Young People,23,"0,129",United Kingdom,Western Europe,2011-2020,Nursing children and young people[Journal]
12659,Orthopaedic surgery,Orthop Surg,23,"0,666",Australia,Pacific Region,2009-2020,Orthopaedic surgery[Journal]
12666,Phlebologie,Phlebologie,23,"0,200",Germany,Western Europe,1991-2020,Phlebologie[Journal]
12667,Photonics,Photonics,23,"0,669",Switzerland,Western Europe,2014-2020,Photonics[Journal]
12714,Swiss dental journal,Swiss Dent J,23,"0,257",Switzerland,Western Europe,2014-2020,Swiss dental journal[Journal]
12733,Verhaltenstherapie,Verhaltenstherapie,23,"0,219",Switzerland,Western Europe,1991-2020,Verhaltenstherapie[Journal]
12734,Vikalpa,Vikalpa,23,"0,241",India,Asiatic Region,"1981-1982, 1986, 1994, 1996-2020",Vikalpa[Journal]
12743,Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie,Z Entwicklungspsychol Padagog Psychol,23,"0,205",Germany,Western Europe,"1982, 1996-2019",Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie[Journal]
12747,Zygon,Zygon,23,"0,222",United Kingdom,Western Europe,1966-2020,Zygon[Journal]
12759,AMA journal of ethics,AMA J Ethics,22,"0,471",United States,Northern America,2015-2020,AMA journal of ethics[Journal]
12796,Cells,Cells,22,"1,220",Switzerland,Western Europe,2019-2020,Cells[Journal]
12815,Configurations,Configurations,22,"0,112",United States,Northern America,"1993-1994, 1996-2001, 2004-2020",Configurations[Journal]
12828,DISP,DISP,22,"0,399",United Kingdom,Western Europe,"1980-2002, 2005-2020",DISP[Journal]
12982,Journal of the Association of Environmental and Resource Economists,J Assoc Environ Resour Econ,22,"4,367",United States,Northern America,2015-2020,Journal of the Association of Environmental and Resource Economists[Journal]
12984,Journal of the Egyptian National Cancer Institute,J Egypt Natl Canc Inst,22,"0,398",Egypt,Africa/Middle East,"2005-2009, 2011-2020",Journal of the Egyptian National Cancer Institute[Journal]
12986,Journal of the Mexican Chemical Society,J Mex Chem Soc,22,"0,172",Mexico,Latin America,2008-2020,Journal of the Mexican Chemical Society[Journal]
13000,Lakartidningen,Lakartidningen,22,"0,119",Sweden,Western Europe,1965-2020,Lakartidningen[Journal]
13008,Matter,Matter,22,"4,138",United States,Northern America,2019-2020,Matter[Journal]
13019,Nanotechnologies in Russia,Nanotechnol Russ,22,"0,207",United States,Northern America,2009-2019,Nanotechnologies in Russia[Journal]
13021,Neurocirugia,Neurocirugia,22,"0,238",Spain,Western Europe,"1972-1980, 1990-1995, 1999-2020",Neurocirugia[Journal]
13028,Nursing management,Nurs Manage,22,"0,268",United States,Northern America,1970-2020,Nursing management[Journal]
13046,Politische Vierteljahresschrift,Polit Vierteljahresschr,22,"0,233",Germany,Western Europe,"1987, 1996-2020",Politische Vierteljahresschrift[Journal]
13059,Psychotherapeut,Psychotherapeut (Berl),22,"0,199",Germany,Western Europe,1994-2020,Psychotherapeut[Journal]
13061,Pulmonology,Pulmonology,22,"0,826",Spain,Western Europe,2018-2020,Pulmonology[Journal]
13071,Religions,Religions (Basel),22,"0,256",Switzerland,Western Europe,2010-2020,Religions[Journal]
13096,Stomatologija,Stomatologija,22,"0,270",Lithuania,Eastern Europe,2005-2020,Stomatologija[Journal]
13114,Utilitas,Utilitas,22,"0,451",United Kingdom,Western Europe,"1989-2007, 2010-2020",Utilitas[Journal]
13168,Beitrage zur Algebra und Geometrie,Beitr Algebra Geom,21,"0,576",Germany,Western Europe,"2000-2002, 2004-2020",Beitrage zur Algebra und Geometrie[Journal]
13172,BMC psychology,BMC Psychol,21,"0,804",United Kingdom,Western Europe,2013-2020,BMC psychology[Journal]
13206,Contemporary South Asia,Contemp South Asia,21,"0,536",United Kingdom,Western Europe,"1992-2006, 2008-2020",Contemporary South Asia[Journal]
13207,Cosmetics,Cosmetics,21,"0,449",Switzerland,Western Europe,2014-2020,Cosmetics[Journal]
13210,Curationis,Curationis,21,"0,408",South Africa,Africa,1978-2020,Curationis[Journal]
13287,Inorganics,Inorganics (Basel),21,"0,650",Switzerland,Western Europe,2013-2020,Inorganics[Journal]
13312,International journal of medical education,Int J Med Educ,21,"0,592",United Kingdom,Western Europe,2011-2020,International journal of medical education[Journal]
13336,Jahrbucher fur Nationalokonomie und Statistik,Jahrb Natl Okon Stat,21,"0,687",Germany,Western Europe,"1978, 1980, 1982, 1985, 1987-1990, 1992-2020",Jahrbucher fur Nationalokonomie und Statistik[Journal]
13365,Journal of integrative bioinformatics,J Integr Bioinform,21,"0,679",Germany,Western Europe,2008-2020,Journal of integrative bioinformatics[Journal]
13368,Journal of investigative and clinical dentistry,J Investig Clin Dent,21,"0,599",United States,Northern America,2010-2019,Journal of investigative and clinical dentistry[Journal]
13385,Journal of racial and ethnic health disparities,J Racial Ethn Health Disparities,21,"0,644",United States,Northern America,2015-2020,Journal of racial and ethnic health disparities[Journal]
13390,Journal of special operations medicine : a peer reviewed journal for SOF medical professionals,J Spec Oper Med,21,"0,227",United States,Northern America,2009-2020,Journal of special operations medicine : a peer reviewed journal for SOF medical professionals[Journal]
13394,Journal of trauma nursing : the official journal of the Society of Trauma Nurses,J Trauma Nurs,21,"0,368",United States,Northern America,1995-2020,Journal of trauma nursing : the official journal of the Society of Trauma Nurses[Journal]
13406,Levant,Levant,21,"0,466",United Kingdom,Western Europe,"1969-1988, 1990-1995, 1998-1999, 2002-2020",Levant[Journal]
13421,Metron,Metron,21,"0,225",Italy,Western Europe,"1973-1974, 1999-2020",Metron[Journal]
13425,Monatsschrift fur Kinderheilkunde,Monatsschr Kinderheilkd,21,"0,156",Germany,Western Europe,1952-2020,Monatsschrift fur Kinderheilkunde[Journal]
13443,Nursing older people,Nurs Older People,21,"0,185",United Kingdom,Western Europe,2000-2020,Nursing older people[Journal]
13464,Procedia IUTAM,Procedia IUTAM,21,"0,233",Netherlands,Western Europe,"2011, 2012, 2013, 2014",Procedia IUTAM[Journal]
13494,Revista brasileira de enfermagem,Rev Bras Enferm,21,"0,274",Brazil,Latin America,"1965, 1967-1971, 1973, 1976-1979, 1983-1987, 1995-2020",Revista brasileira de enfermagem[Journal]
13497,Revista do Colegio Brasileiro de Cirurgioes,Rev Col Bras Cir,21,"0,341",Brazil,Latin America,2007-2020,Revista do Colegio Brasileiro de Cirurgioes[Journal]
13505,Scientifica,Scientifica (Cairo),21,"0,474",Egypt,Africa/Middle East,2016-2020,Scientifica[Journal]
13514,SoftwareX,SoftwareX,21,"0,528",Netherlands,Western Europe,2015-2020,SoftwareX[Journal]
13542,Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology,Zhonghua Gan Zang Bing Za Zhi,21,"0,177",China,Asiatic Region,"1999-2016, 2020",Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology[Journal]
13543,Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials,Zhong Yao Cai,21,"0,125",China,Asiatic Region,1997-2017,Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials[Journal]
13550,Acoustics Australia,Acoust Aust,20,"0,303",Australia,Pacific Region,"1986-1991, 1996-2020",Acoustics Australia[Journal]
13558,Actuators,Actuators,20,"0,383",Switzerland,Western Europe,2012-2020,Actuators[Journal]
13567,American journal of disaster medicine,Am J Disaster Med,20,"0,197",United States,Northern America,2006-2020,American journal of disaster medicine[Journal]
13569,Anglo-Saxon England,Anglo Sax Engl,20,"0,101",United Kingdom,Western Europe,"1972-2010, 2012-2018",Anglo-Saxon England[Journal]
13571,Annals of parasitology,Ann Parasitol,20,"0,273",Poland,Eastern Europe,2012-2020,Annals of parasitology[Journal]
13577,Arethusa,Arethusa,20,"0,109",United States,Northern America,"1974-1975, 2002-2019",Arethusa[Journal]
13611,Cholesterol,Cholesterol,20,"0,876",United States,Northern America,2010-2018,Cholesterol[Journal]
13613,CNS oncology,CNS Oncol,20,"0,866",United Kingdom,Western Europe,2012-2019,CNS oncology[Journal]
13626,Deutsche Zeitschrift fur Sportmedizin,Dtsch Z Sportmed,20,"0,231",Germany,Western Europe,1996-2020,Deutsche Zeitschrift fur Sportmedizin[Journal]
13633,EClinicalMedicine,EClinicalMedicine,20,"1,915",United Kingdom,Western Europe,2018-2020,EClinicalMedicine[Journal]
13648,Ethiopian journal of health sciences,Ethiop J Health Sci,20,"0,479",Ethiopia,Africa,2013-2020,Ethiopian journal of health sciences[Journal]
13659,Fennia,Fennia,20,"0,346",Finland,Western Europe,"1976, 1979-2009, 2011-2019",Fennia[Journal]
13666,Geneses,Geneses,20,"0,172",France,Western Europe,2000-2019,Geneses[Journal]
13681,Hospital pediatrics,Hosp Pediatr,20,"0,772",United States,Northern America,2012-2020,Hospital pediatrics[Journal]
13790,Journal of medical ultrasonics (2001),J Med Ultrason (2001),20,"0,340",Japan,Asiatic Region,2003-2020,Journal of medical ultrasonics (2001)[Journal]
13809,Journal of the Endocrine Society,J Endocr Soc,20,"1,046",United States,Northern America,2017-2020,Journal of the Endocrine Society[Journal]
13811,Journal of the Korean Statistical Society,J Korean Stat Soc,20,"0,420",South Korea,Asiatic Region,2008-2020,Journal of the Korean Statistical Society[Journal]
13817,Judicature,Judicature,20,"0,146",United States,Northern America,"1990, 1996-2019",Judicature[Journal]
13830,Medical science monitor basic research,Med Sci Monit Basic Res,20,"0,621",United States,Northern America,2013-2020,Medical science monitor basic research[Journal]
13831,Medicine,Medicine (Baltimore),20,"0,204",United Kingdom,Western Europe,2002-2020,Medicine[Journal]
13831,Medicine,Medicine (Madr),20,"0,204",United Kingdom,Western Europe,2002-2020,Medicine[Journal]
24791,Medicine,Medicine (Baltimore),5,"0,104",Spain,Western Europe,2007-2020,Medicine[Journal]
24791,Medicine,Medicine (Madr),5,"0,104",Spain,Western Europe,2007-2020,Medicine[Journal]
